u16,shop57,4.7,3.6,Good Hygiene,B
u63,shop94,4.2,4.4,Good Hygiene,A
u36,shop26,3.2,3.2,Bad Service and Bad Hygiene,B
u14,shop37,3.1,5,Good Service,B
u96,shop13,1.5,2.7,Bad Service and Bad Hygiene,A
u83,shop82,3.7,4.8,Good Hygiene,A
u95,shop33,2.5,3.5,Bad Service and Bad Hygiene,A
u66,shop48,4.4,4.8,Good Hygiene,B
u54,shop17,3.1,3.7,Good Service,B
u92,shop43,3.6,4.9,Good Hygiene,A
u86,shop101,3.4,5,Good Service,A
u84,shop3,4.9,3.4,Good Hygiene,A
u97,shop65,4,2,Good Hygiene,B
u88,shop76,4.2,3.8,Good Hygiene,A
u30,shop12,2.5,4,Good Service,A
u77,shop144,4.3,5,Good Hygiene,B
u59,shop53,2.7,5,Good Service,B
u8,shop71,2.7,3.9,Good Service,A
u18,shop102,3.2,3.6,Good Service,B
u76,shop24,3.9,1.4,Good Hygiene,A
u35,shop1,1.4,2.6,Bad Service and Bad Hygiene,B
u1,shop6,1.1,2.6,Bad Service and Bad Hygiene,A
u52,shop111,2.2,1.2,Bad Service and Bad Hygiene,B
u46,shop91,4.4,2,Good Hygiene,A
u53,shop90,4,2.9,Good Hygiene,A
u61,shop117,3.4,2.9,Bad Service and Bad Hygiene,B
u28,shop15,4.7,3.6,Good Hygiene,A
u60,shop20,3.9,3,Good Hygiene,B
u82,shop18,2.6,2.4,Bad Service and Bad Hygiene,A
u15,shop67,2.9,3.2,Bad Service and Bad Hygiene,B
u70,shop73,1.3,5,Good Service,B
u10,shop86,3.7,4.1,Good Hygiene,A
u13,shop138,3.7,2.8,Good Hygiene,B
u32,shop47,4.7,1.5,Good Hygiene,B
u65,shop92,3.5,2.6,Bad Service and Bad Hygiene,B
u5,shop36,4.9,4.4,Good Hygiene,A
u3,shop95,1.3,1.1,Bad Service and Bad Hygiene,B
u31,shop55,2,1.4,Bad Service and Bad Hygiene,B
u55,shop11,2.5,4.9,Good Service,B
u39,shop41,2.9,4.9,Good Service,A
u93,shop45,3.5,2.7,Bad Service and Bad Hygiene,B
u27,shop9,4.4,1.1,Good Hygiene,B
u56,shop136,4.2,2.2,Good Hygiene,B
u9,shop79,2.8,2.5,Bad Service and Bad Hygiene,B
u7,shop31,3.9,3.8,Good Hygiene,A
u25,shop123,3.4,3.9,Good Service,A
u2,shop115,4.5,2.5,Good Hygiene,A
u38,shop124,2,2.9,Bad Service and Bad Hygiene,A
u11,shop21,2.9,3.5,Bad Service and Bad Hygiene,A
u94,shop46,2.2,2.2,Bad Service and Bad Hygiene,A
u12,shop16,2.9,5,Good Service,A
u24,shop60,4.6,4.1,Good Hygiene,B
u42,shop32,4.8,4.6,Good Hygiene,B
u71,shop97,3.5,2.9,Bad Service and Bad Hygiene,A
u74,shop129,4.1,1.2,Good Hygiene,A
u81,shop70,3.4,2.7,Bad Service and Bad Hygiene,A
u43,shop2,4.1,3.5,Good Hygiene,B
u45,shop61,4.5,4.9,Good Hygiene,A
u72,shop49,4.9,4.7,Good Hygiene,A
u26,shop50,3.9,4.9,Good Hygiene,A
u56,shop116,1.3,3.1,Bad Service and Bad Hygiene,B
u51,shop134,4.1,1.2,Good Hygiene,A
u47,shop10,2,2.9,Bad Service and Bad Hygiene,B
u2,shop139,4.8,3.4,Good Hygiene,B
u3,shop119,4.6,4.9,Good Hygiene,B
u82,shop122,4.2,5,Good Hygiene,A
u98,shop58,1.3,2,Bad Service and Bad Hygiene,B
u82,shop42,3.7,3.8,Good Hygiene,B
u36,shop80,4.2,3,Good Hygiene,B
u50,shop39,4.5,1.2,Good Hygiene,B
u41,shop63,2.2,4.3,Good Service,A
u71,shop109,5,4.8,Good Hygiene,A
u39,shop125,1.5,3.1,Bad Service and Bad Hygiene,B
u49,shop8,3.9,2.2,Good Hygiene,A
u85,shop143,2.6,4.5,Good Service,A
u61,shop110,3.6,3.4,Good Hygiene,B
u55,shop98,4.6,1.4,Good Hygiene,A
u51,shop77,4.9,4.7,Good Hygiene,B
u6,shop150,2.5,2.5,Bad Service and Bad Hygiene,A
u98,shop75,1.5,2.5,Bad Service and Bad Hygiene,B
u15,shop121,3.4,4.3,Good Service,A
u91,shop28,3.2,3.6,Good Service,A
u32,shop107,1.4,4.5,Good Service,A
u77,shop19,3.1,3.7,Good Service,B
u40,shop56,4.3,4.5,Good Hygiene,B
u52,shop114,3.5,1.3,Bad Service and Bad Hygiene,A
u97,shop130,4.7,2.4,Good Hygiene,B
u15,shop23,1.5,3.7,Good Service,A
u28,shop120,3.5,4.4,Good Service,B
u65,shop38,2.2,1.3,Bad Service and Bad Hygiene,B
u67,shop69,4.3,4.7,Good Hygiene,B
u16,shop100,2.4,3.1,Bad Service and Bad Hygiene,A
u95,shop127,2,4.3,Good Service,A
u76,shop81,3.8,3.6,Good Hygiene,B
u78,shop99,3.9,2,Good Hygiene,A
u79,shop52,1.2,1.5,Bad Service and Bad Hygiene,B
u90,shop72,3.9,4,Good Hygiene,B
u32,shop64,4.6,4.5,Good Hygiene,B
u55,shop112,3,4.1,Good Service,B
u57,shop54,2.9,2.9,Bad Service and Bad Hygiene,A
u85,shop5,4.5,2.9,Good Hygiene,A
u84,shop78,3.4,3,Bad Service and Bad Hygiene,B
u47,shop118,2.7,4.7,Good Service,A
u23,shop84,3.1,3.5,Bad Service and Bad Hygiene,A
u49,shop89,4.3,2,Good Hygiene,A
u83,shop133,2.9,3.7,Good Service,A
u44,shop7,1.2,5,Good Service,B
u92,shop105,4.1,1.1,Good Hygiene,B
u93,shop68,4.5,5,Good Hygiene,B
u33,shop47,2.7,4.9,Good Service,A
u10,shop125,2.7,2.7,Bad Service and Bad Hygiene,A
u58,shop6,2,4.2,Good Service,A
u90,shop95,1.5,3.1,Bad Service and Bad Hygiene,B
u65,shop104,4.6,2.5,Good Hygiene,B
u28,shop67,1.1,3.2,Bad Service and Bad Hygiene,B
u72,shop36,3.7,4.8,Good Hygiene,A
u69,shop89,2.9,1.1,Bad Service and Bad Hygiene,B
u1,shop128,3,2.8,Bad Service and Bad Hygiene,B
u91,shop139,2.9,3.2,Bad Service and Bad Hygiene,A
u4,shop40,3.8,4.9,Good Hygiene,B
u98,shop145,4.8,1.2,Good Hygiene,B
u90,shop43,2.6,4.1,Good Service,A
u46,shop142,2.2,1.1,Bad Service and Bad Hygiene,B
u88,shop9,2.7,3.5,Bad Service and Bad Hygiene,B
u73,shop95,4.1,2.9,Good Hygiene,A
u79,shop43,3.8,1.4,Good Hygiene,A
u27,shop108,2.5,4,Good Service,B
u48,shop24,4.5,2.4,Good Hygiene,A
u87,shop138,1.4,2,Bad Service and Bad Hygiene,B
u68,shop25,4.9,2.5,Good Hygiene,B
u77,shop65,3.4,4,Good Service,A
u88,shop103,2.2,2.9,Bad Service and Bad Hygiene,A
u61,shop5,4.4,2.7,Good Hygiene,B
u49,shop114,1.1,3.6,Good Service,B
u91,shop117,4.9,3.8,Good Hygiene,A
u7,shop7,1.2,3,Bad Service and Bad Hygiene,B
u95,shop92,4.5,3.4,Good Hygiene,B
u1,shop44,1.1,2.5,Bad Service and Bad Hygiene,B
u68,shop86,2.2,4.5,Good Service,B
u2,shop134,4.3,4.3,Good Hygiene,B
u58,shop27,2.9,2.8,Bad Service and Bad Hygiene,B
u25,shop101,2.8,3.9,Good Service,A
u73,shop80,1.3,4,Good Service,A
u76,shop5,3.5,3.7,Good Service,A
u96,shop48,4.7,3.5,Good Hygiene,A
u17,shop59,1.4,2.4,Bad Service and Bad Hygiene,A
u56,shop148,3.7,1.2,Good Hygiene,A
u44,shop112,1.5,4.8,Good Service,A
u21,shop62,4.8,3,Good Hygiene,A
u49,shop72,2.5,1.2,Bad Service and Bad Hygiene,B
u32,shop65,1.3,4.9,Good Service,A
u98,shop133,3.2,3.7,Good Service,B
u71,shop90,2.9,3.1,Bad Service and Bad Hygiene,B
u12,shop31,4.2,1.5,Good Hygiene,B
u6,shop56,3.5,2.8,Bad Service and Bad Hygiene,B
u64,shop148,2.2,2.2,Bad Service and Bad Hygiene,A
u74,shop39,3.8,3.7,Good Hygiene,A
u10,shop2,1.2,3.2,Bad Service and Bad Hygiene,A
u30,shop15,3.6,3.4,Good Hygiene,A
u88,shop46,4.6,2,Good Hygiene,B
u12,shop1,1.1,3.5,Bad Service and Bad Hygiene,B
u39,shop97,3.6,4.8,Good Hygiene,B
u93,shop13,3.6,3.6,Good Hygiene,B
u7,shop16,2.7,3.4,Bad Service and Bad Hygiene,B
u63,shop120,3.1,4.5,Good Service,A
u67,shop31,3.1,3.4,Bad Service and Bad Hygiene,A
u99,shop48,2,3.5,Bad Service and Bad Hygiene,B
u60,shop43,1.1,3.9,Good Service,B
u78,shop103,3,4.1,Good Service,B
u99,shop136,3,2.9,Bad Service and Bad Hygiene,A
u84,shop13,1.4,4.9,Good Service,A
u19,shop13,4,4.3,Good Hygiene,B
u63,shop92,4.8,4.4,Good Hygiene,A
u87,shop62,1.4,3.6,Good Service,A
u18,shop77,1.3,2.4,Bad Service and Bad Hygiene,A
u65,shop34,3.5,4.4,Good Service,B
u30,shop133,3.9,4.4,Good Hygiene,A
u10,shop135,4.5,3,Good Hygiene,B
u61,shop111,4.2,3.7,Good Hygiene,B
u47,shop94,3.8,2.2,Good Hygiene,B
u82,shop103,1.3,4.7,Good Service,B
u68,shop126,3.1,4.2,Good Service,B
u56,shop4,1.2,4.7,Good Service,A
u37,shop27,1.3,3,Bad Service and Bad Hygiene,A
u85,shop38,4.2,3.2,Good Hygiene,A
u5,shop47,4.7,4.8,Good Hygiene,B
u48,shop65,5,3,Good Hygiene,B
u1,shop1,3.7,5,Good Hygiene,A
u31,shop16,4.3,1.3,Good Hygiene,B
u95,shop63,3.9,2.2,Good Hygiene,A
u89,shop30,1.1,1.5,Bad Service and Bad Hygiene,B
u87,shop60,4.4,4.4,Good Hygiene,A
u79,shop98,1.4,4.9,Good Service,B
u84,shop40,2.7,3.6,Good Service,A
u11,shop102,2.7,4.3,Good Service,B
u60,shop4,2.5,2.6,Bad Service and Bad Hygiene,A
u46,shop43,3.1,3,Bad Service and Bad Hygiene,B
u44,shop15,2.4,4.2,Good Service,B
u68,shop104,2.5,1.5,Bad Service and Bad Hygiene,B
u24,shop52,3.2,2,Bad Service and Bad Hygiene,A
u95,shop112,4.5,4.8,Good Hygiene,B
u66,shop106,2.4,1.3,Bad Service and Bad Hygiene,B
u67,shop78,4.1,4.2,Good Hygiene,A
u10,shop22,3,2.2,Bad Service and Bad Hygiene,A
u34,shop17,2.9,2.9,Bad Service and Bad Hygiene,B
u79,shop30,4.1,2.9,Good Hygiene,A
u2,shop86,1.2,4.3,Good Service,B
u48,shop4,3.5,2,Bad Service and Bad Hygiene,A
u89,shop43,3.5,3.6,Good Service,B
u43,shop95,4.7,1.4,Good Hygiene,B
u94,shop42,2.4,4.5,Good Service,A
u2,shop15,3,1.3,Bad Service and Bad Hygiene,B
u57,shop44,5,2.7,Good Hygiene,A
u2,shop143,4.6,3.1,Good Hygiene,A
u26,shop76,4.7,2.8,Good Hygiene,B
u8,shop117,3.9,3.8,Good Hygiene,B
u25,shop142,3.4,4.8,Good Service,B
u59,shop11,1.1,4.3,Good Service,A
u88,shop150,2.7,4.8,Good Service,A
u97,shop122,3,1.3,Bad Service and Bad Hygiene,A
u49,shop112,3.8,4.9,Good Hygiene,A
u89,shop133,4.2,3.4,Good Hygiene,B
u20,shop11,4.8,4.4,Good Hygiene,A
u64,shop149,3.6,3.1,Good Hygiene,A
u26,shop141,4.8,2.2,Good Hygiene,A
u2,shop69,2,4.2,Good Service,B
u68,shop80,2.6,1.4,Bad Service and Bad Hygiene,B
u13,shop60,3.2,2.7,Bad Service and Bad Hygiene,B
u26,shop65,4.6,2.2,Good Hygiene,A
u25,shop29,2,4.6,Good Service,B
u96,shop132,5,4.8,Good Hygiene,B
u83,shop26,2.9,1.3,Bad Service and Bad Hygiene,B
u46,shop144,3.9,2.5,Good Hygiene,B
u30,shop31,3.9,4.3,Good Hygiene,A
u2,shop86,3.5,3.6,Good Service,B
u13,shop85,4.1,2.9,Good Hygiene,A
u10,shop81,2.2,4.8,Good Service,A
u43,shop144,1.5,3.1,Bad Service and Bad Hygiene,A
u90,shop90,4.2,4.3,Good Hygiene,A
u26,shop64,2.7,1.5,Bad Service and Bad Hygiene,B
u43,shop141,4.4,2,Good Hygiene,B
u45,shop100,1.1,4.3,Good Service,B
u18,shop63,1.2,3,Bad Service and Bad Hygiene,B
u8,shop72,4.1,1.4,Good Hygiene,B
u85,shop95,2.8,3.9,Good Service,B
u85,shop79,4.9,3.2,Good Hygiene,B
u10,shop23,3.2,4.2,Good Service,A
u42,shop123,4.2,4.1,Good Hygiene,B
u17,shop89,4.4,1.5,Good Hygiene,A
u7,shop54,4,4.5,Good Hygiene,B
u94,shop69,2.5,3.8,Good Service,B
u55,shop99,2.7,4.4,Good Service,B
u91,shop113,4.4,2.6,Good Hygiene,A
u40,shop130,3.9,2.2,Good Hygiene,B
u12,shop52,3.2,3.7,Good Service,A
u48,shop20,3.9,2.9,Good Hygiene,A
u37,shop123,3.2,4.7,Good Service,B
u59,shop42,2.7,2.4,Bad Service and Bad Hygiene,A
u40,shop150,5,3,Good Hygiene,B
u89,shop73,4.1,3.8,Good Hygiene,B
u60,shop148,1.3,4.4,Good Service,B
u15,shop127,3.2,3.6,Good Service,B
u5,shop133,2,3.1,Bad Service and Bad Hygiene,A
u87,shop100,2.5,3.8,Good Service,B
u87,shop77,2.9,1.2,Bad Service and Bad Hygiene,A
u79,shop47,3.9,2.9,Good Hygiene,A
u44,shop88,2.6,2.2,Bad Service and Bad Hygiene,A
u48,shop124,2.4,4.2,Good Service,B
u27,shop127,2.2,3.4,Bad Service and Bad Hygiene,A
u16,shop122,2.7,4.1,Good Service,A
u71,shop23,1.1,2,Bad Service and Bad Hygiene,B
u55,shop39,3.5,2.9,Bad Service and Bad Hygiene,A
u91,shop145,2.6,2.5,Bad Service and Bad Hygiene,A
u80,shop60,4.2,2.9,Good Hygiene,B
u49,shop6,1.4,2.8,Bad Service and Bad Hygiene,A
u15,shop69,4.7,1.2,Good Hygiene,A
u69,shop71,3.1,2.5,Bad Service and Bad Hygiene,B
u75,shop106,1.3,1.5,Bad Service and Bad Hygiene,A
u80,shop35,4.3,3.9,Good Hygiene,A
u56,shop147,2.8,4.5,Good Service,B
u15,shop115,3.5,3.6,Good Service,B
u18,shop71,1.5,4.5,Good Service,A
u2,shop75,3.5,2.7,Bad Service and Bad Hygiene,A
u59,shop140,3.2,2.8,Bad Service and Bad Hygiene,B
u67,shop35,4.3,3.1,Good Hygiene,B
u50,shop108,3,4.8,Good Service,A
u51,shop86,2.4,1.4,Bad Service and Bad Hygiene,A
u82,shop124,2.8,2.7,Bad Service and Bad Hygiene,B
u39,shop86,1.2,3.2,Bad Service and Bad Hygiene,A
u83,shop144,3,4.6,Good Service,A
u53,shop38,1.1,2.7,Bad Service and Bad Hygiene,B
u45,shop104,2,5,Good Service,B
u83,shop74,2.6,4.3,Good Service,B
u54,shop103,4.7,1.3,Good Hygiene,A
u56,shop25,3.5,2.8,Bad Service and Bad Hygiene,A
u70,shop87,2.4,2.7,Bad Service and Bad Hygiene,B
u99,shop150,2.8,2.6,Bad Service and Bad Hygiene,B
u88,shop48,3.5,4.8,Good Service,A
u51,shop56,2.8,4.1,Good Service,B
u38,shop51,1.3,2.4,Bad Service and Bad Hygiene,B
u35,shop123,2.7,5,Good Service,A
u54,shop134,3.1,3.7,Good Service,A
u99,shop13,4.5,2.7,Good Hygiene,A
u100,shop125,3.7,2.5,Good Hygiene,B
u96,shop49,4.8,4.3,Good Hygiene,A
u51,shop124,4.1,3.2,Good Hygiene,B
u75,shop55,4.5,3.4,Good Hygiene,B
u20,shop2,1.2,1.5,Bad Service and Bad Hygiene,B
u43,shop25,3.7,4.2,Good Hygiene,B
u30,shop121,3.5,5,Good Service,B
u4,shop30,1.5,2.5,Bad Service and Bad Hygiene,B
u29,shop50,4.6,4,Good Hygiene,B
u73,shop132,4,4,Good Hygiene,B
u23,shop143,2.4,4.6,Good Service,B
u61,shop101,3.9,2,Good Hygiene,A
u58,shop139,1.3,3.4,Bad Service and Bad Hygiene,B
u99,shop64,3.5,4.3,Good Service,A
u1,shop141,1.1,3.5,Bad Service and Bad Hygiene,A
u5,shop123,3.5,2.2,Bad Service and Bad Hygiene,B
u65,shop56,3.7,2,Good Hygiene,A
u1,shop114,4.5,3.1,Good Hygiene,B
u59,shop54,2,3.2,Bad Service and Bad Hygiene,A
u16,shop116,4.2,4.2,Good Hygiene,B
u7,shop35,2.4,4.2,Good Service,B
u86,shop29,3.7,3.2,Good Hygiene,B
u80,shop107,3.7,1.2,Good Hygiene,B
u51,shop65,3.7,3.8,Good Hygiene,B
u81,shop82,2.5,2,Bad Service and Bad Hygiene,A
u28,shop70,2.7,4.7,Good Service,A
u98,shop9,4.4,4.7,Good Hygiene,B
u52,shop94,1.4,4.5,Good Service,A
u76,shop8,1.5,5,Good Service,A
u84,shop37,2.6,4.7,Good Service,B
u92,shop22,3.2,5,Good Service,B
u73,shop61,2.6,3.9,Good Service,B
u73,shop120,4.4,4.8,Good Hygiene,B
u52,shop119,3.5,4.7,Good Service,A
u44,shop126,4.7,3.9,Good Hygiene,A
u45,shop67,3.6,2.6,Good Hygiene,B
u12,shop26,4.4,2.8,Good Hygiene,B
u30,shop134,2.4,4.2,Good Service,A
u73,shop72,1.1,4.4,Good Service,B
u8,shop77,2,4.9,Good Service,B
u73,shop101,2.5,4,Good Service,A
u100,shop101,3.5,1.2,Bad Service and Bad Hygiene,B
u50,shop149,1.2,4,Good Service,A
u14,shop40,4.2,1.4,Good Hygiene,A
u80,shop44,3.4,3.5,Bad Service and Bad Hygiene,A
u88,shop31,3.4,2.7,Bad Service and Bad Hygiene,B
u40,shop82,4.4,2.7,Good Hygiene,B
u66,shop122,1.2,1.1,Bad Service and Bad Hygiene,A
u8,shop78,3.8,2.6,Good Hygiene,B
u26,shop57,4.4,4,Good Hygiene,A
u77,shop145,4.8,2.6,Good Hygiene,A
u11,shop13,4.6,4,Good Hygiene,B
u59,shop106,2.2,3.9,Good Service,B
u34,shop11,1.5,1.4,Bad Service and Bad Hygiene,B
u3,shop81,3.5,4.9,Good Service,B
u34,shop53,4.6,3.7,Good Hygiene,B
u75,shop19,3,4.2,Good Service,A
u47,shop129,4.5,3.4,Good Hygiene,A
u68,shop145,1.3,4.5,Good Service,B
u58,shop123,3.6,2.5,Good Hygiene,A
u40,shop124,2.5,3.1,Bad Service and Bad Hygiene,B
u17,shop128,3.8,4.4,Good Hygiene,B
u10,shop6,3.2,4.1,Good Service,A
u78,shop24,1.5,2,Bad Service and Bad Hygiene,A
u9,shop18,4.2,4.5,Good Hygiene,B
u18,shop1,4.4,4.3,Good Hygiene,B
u23,shop76,2.9,2.7,Bad Service and Bad Hygiene,B
u79,shop82,4.7,3.6,Good Hygiene,B
u92,shop47,4.7,2.8,Good Hygiene,B
u54,shop103,4.3,4.3,Good Hygiene,B
u28,shop150,4.1,2.7,Good Hygiene,A
u43,shop25,4.8,3.2,Good Hygiene,B
u53,shop121,3.7,2.4,Good Hygiene,B
u4,shop26,4.9,3,Good Hygiene,A
u82,shop11,3.7,4.3,Good Hygiene,A
u5,shop79,2.9,2.7,Bad Service and Bad Hygiene,B
u21,shop111,4,4.5,Good Hygiene,B
u29,shop14,4.7,4.1,Good Hygiene,A
u53,shop149,4.1,3.6,Good Hygiene,A
u20,shop118,2.6,3.2,Bad Service and Bad Hygiene,B
u58,shop57,2.5,2,Bad Service and Bad Hygiene,A
u55,shop96,3.6,2.6,Good Hygiene,B
u64,shop76,1.4,3.7,Good Service,A
u78,shop3,4.5,4.2,Good Hygiene,A
u51,shop120,4,2,Good Hygiene,B
u34,shop110,2.9,3.5,Bad Service and Bad Hygiene,B
u4,shop29,3.9,3.5,Good Hygiene,A
u5,shop88,3.5,4.8,Good Service,A
u76,shop143,4.3,1.5,Good Hygiene,B
u32,shop23,3,2.9,Bad Service and Bad Hygiene,B
u48,shop31,2.4,4.1,Good Service,A
u20,shop76,2.2,3.7,Good Service,A
u60,shop38,2.8,2.8,Bad Service and Bad Hygiene,B
u91,shop26,2.6,3.9,Good Service,B
u69,shop40,3.7,1.3,Good Hygiene,B
u26,shop27,3.5,3.6,Good Service,B
u77,shop46,2.2,4.5,Good Service,A
u76,shop134,2.6,1.4,Bad Service and Bad Hygiene,B
u94,shop55,3.6,3.5,Good Hygiene,B
u49,shop147,3.4,1.5,Bad Service and Bad Hygiene,A
u84,shop42,2.7,2,Bad Service and Bad Hygiene,B
u75,shop37,3.1,1.5,Bad Service and Bad Hygiene,B
u37,shop103,3.4,3.5,Bad Service and Bad Hygiene,B
u68,shop88,2,4.7,Good Service,A
u43,shop54,4.7,1.1,Good Hygiene,A
u71,shop104,3.2,2.7,Bad Service and Bad Hygiene,B
u85,shop86,1.5,3.8,Good Service,A
u21,shop132,1.2,2,Bad Service and Bad Hygiene,A
u95,shop122,3.5,1.3,Bad Service and Bad Hygiene,B
u20,shop114,2.6,4.1,Good Service,B
u38,shop47,4,4.7,Good Hygiene,B
u81,shop136,5,4,Good Hygiene,A
u52,shop52,3.6,4.3,Good Hygiene,A
u13,shop66,2.7,4.9,Good Service,A
u38,shop68,2.6,3.2,Bad Service and Bad Hygiene,B
u100,shop48,1.1,3.1,Bad Service and Bad Hygiene,B
u74,shop106,3.9,2,Good Hygiene,B
u5,shop61,1.2,1.4,Bad Service and Bad Hygiene,B
u65,shop113,4.3,3.7,Good Hygiene,A
u99,shop143,2.9,4.6,Good Service,A
u17,shop81,4.4,4.2,Good Hygiene,A
u43,shop27,3.1,2.7,Bad Service and Bad Hygiene,A
u88,shop94,4,2.6,Good Hygiene,B
u55,shop81,3.7,3.7,Good Hygiene,A
u83,shop120,3.5,3.8,Good Service,B
u83,shop36,2.7,2.9,Bad Service and Bad Hygiene,B
u64,shop114,1.3,1.4,Bad Service and Bad Hygiene,B
u6,shop40,4.1,3.8,Good Hygiene,B
u13,shop17,2.6,3.4,Bad Service and Bad Hygiene,B
u1,shop16,4.1,3.1,Good Hygiene,A
u13,shop100,3.6,2.4,Good Hygiene,A
u16,shop27,2.9,4.8,Good Service,A
u4,shop31,1.3,4.4,Good Service,A
u12,shop98,3.7,2.4,Good Hygiene,B
u64,shop98,2.6,2.6,Bad Service and Bad Hygiene,A
u21,shop148,1.1,4,Good Service,B
u51,shop113,3.7,2.9,Good Hygiene,A
u18,shop37,2.2,2.7,Bad Service and Bad Hygiene,B
u86,shop99,3.7,4,Good Hygiene,B
u57,shop79,3,3.5,Bad Service and Bad Hygiene,A
u4,shop78,3.9,3.9,Good Hygiene,A
u2,shop17,4.5,2.9,Good Hygiene,B
u24,shop62,2.4,1.1,Bad Service and Bad Hygiene,A
u46,shop130,4.3,4.9,Good Hygiene,B
u18,shop14,4,4.8,Good Hygiene,B
u14,shop106,1.1,2.8,Bad Service and Bad Hygiene,A
u86,shop9,2,2,Bad Service and Bad Hygiene,B
u71,shop101,4.5,4.6,Good Hygiene,A
u29,shop23,2.4,2.9,Bad Service and Bad Hygiene,A
u65,shop7,4.2,2.4,Good Hygiene,B
u66,shop64,2.5,1.1,Bad Service and Bad Hygiene,B
u6,shop114,1.5,2.9,Bad Service and Bad Hygiene,A
u80,shop37,4.7,2.5,Good Hygiene,B
u94,shop135,3.8,3.8,Good Hygiene,B
u81,shop19,2,4.9,Good Service,B
u6,shop37,1.4,1.5,Bad Service and Bad Hygiene,A
u87,shop48,3.5,3.9,Good Service,A
u41,shop144,1.3,2.9,Bad Service and Bad Hygiene,B
u12,shop13,3.9,1.3,Good Hygiene,A
u18,shop99,4.2,1.1,Good Hygiene,A
u21,shop57,1.4,4,Good Service,B
u53,shop14,1.3,2.8,Bad Service and Bad Hygiene,A
u74,shop129,1.1,1.3,Bad Service and Bad Hygiene,B
u93,shop131,2.6,2.7,Bad Service and Bad Hygiene,A
u67,shop111,3.9,4.4,Good Hygiene,B
u46,shop5,3.8,3.7,Good Hygiene,A
u19,shop1,2.5,3.8,Good Service,B
u55,shop113,4.8,2.6,Good Hygiene,B
u24,shop2,4,2,Good Hygiene,A
u13,shop139,4.8,4.3,Good Hygiene,A
u86,shop136,2,4.1,Good Service,B
u44,shop104,4,3.4,Good Hygiene,A
u93,shop147,2.9,2.9,Bad Service and Bad Hygiene,A
u73,shop148,4.1,3,Good Hygiene,B
u36,shop113,2,3.9,Good Service,A
u2,shop48,4.7,2.7,Good Hygiene,B
u33,shop46,2.2,3.4,Bad Service and Bad Hygiene,B
u77,shop121,3.5,2,Bad Service and Bad Hygiene,B
u40,shop137,4.3,3.4,Good Hygiene,A
u64,shop133,4.2,2,Good Hygiene,A
u25,shop63,3.8,4.7,Good Hygiene,B
u86,shop98,3.9,2.5,Good Hygiene,B
u99,shop78,3.5,4.4,Good Service,B
u24,shop128,2.8,1.3,Bad Service and Bad Hygiene,A
u15,shop27,4.1,4.1,Good Hygiene,A
u92,shop147,1.3,1.2,Bad Service and Bad Hygiene,B
u7,shop18,4.1,4.4,Good Hygiene,A
u9,shop7,2.8,2.2,Bad Service and Bad Hygiene,A
u70,shop34,1.5,2.9,Bad Service and Bad Hygiene,A
u81,shop49,4.4,4.4,Good Hygiene,B
u39,shop72,4.9,4.1,Good Hygiene,B
u36,shop115,4.8,3.5,Good Hygiene,B
u45,shop55,3.8,2.2,Good Hygiene,A
u36,shop136,3,3.8,Good Service,B
u61,shop85,4.5,1.2,Good Hygiene,A
