r183,0,Queen,4,400,3
r184,1,King,4,500,1.47
r185,0,Twin,2,100,2.13
r186,1,Twin,2,100,2.37
r187,1,Queen,4,300,2.42
r188,0,Double,2,400,2.37
r189,0,Queen,4,500,3.12
r190,0,Double,2,300,2.86
r191,1,Twin,2,600,2.8
r192,0,Twin,2,600,3.97
r193,0,Double,2,100,3.21
r194,0,Queen,4,300,3.7
r195,1,Queen,4,200,1.44
r196,1,Double,2,500,1.18
r197,0,King,4,300,3.94
r198,1,King,4,500,2.26
r199,1,Queen,4,100,4.93
r200,1,Queen,4,200,4.6
r201,0,Double,2,300,4.44
r202,1,Queen,4,500,2.73
r203,1,Double,2,200,2.22
r204,0,Double,2,600,2.97
r205,1,Twin,2,200,3.85
r206,0,Double,2,500,2.92
r207,0,Twin,2,500,2.96
r208,0,King,4,100,1.57
r209,0,Twin,2,300,1.55
r210,0,Queen,4,400,4.56
r211,1,Twin,2,200,3.38
r212,0,Double,2,400,2.55
r213,0,Queen,4,100,4.8
r214,0,King,4,200,1.62
r215,1,Twin,2,300,4.85
r216,0,Queen,4,200,4.2
r217,0,King,4,300,2.89
r218,1,Twin,2,600,3.42
r219,0,Queen,4,300,3.96
r220,1,Twin,2,300,1.66
r221,0,King,4,400,1.8
r222,1,Double,2,400,2.6
r223,1,Double,2,600,4.64
r224,0,King,4,400,1.65
r225,1,King,4,300,4.12
r226,1,Double,2,100,2.08
r227,1,Double,2,500,3.77
r228,1,Twin,2,100,4.18
r229,1,Queen,4,100,3.57
r230,0,King,4,100,2.77
r231,1,Twin,2,600,4.15
r232,0,King,4,300,4.33
r233,0,Double,2,400,2.5
r234,0,King,4,400,1.55
r235,0,Queen,4,500,4.95
r236,1,Twin,2,300,4.44
r237,1,King,4,100,2.08
r238,0,Double,2,400,2.65
r239,0,Twin,2,500,1.96
r240,1,Double,2,500,3.59
r241,1,Twin,2,200,2.2
r242,0,Queen,4,300,2.77
r243,1,Double,2,600,4.15
r244,1,King,4,500,1.89
r245,1,Twin,2,400,3.25
r246,0,Queen,4,100,2.3
r247,0,King,4,400,3.5
r248,0,King,4,100,3.13
r249,0,Twin,2,400,4.18
r250,1,Double,2,100,4.57
r251,0,King,4,400,3.01
r252,1,Queen,4,300,3.85
r253,0,King,4,600,3.62
r254,0,Double,2,500,2.99
r255,1,Twin,2,100,3.43
r256,0,Double,2,100,3.66
r257,1,Double,2,200,1.07
r258,1,Queen,4,100,2.52
r259,0,Queen,4,400,1.13
r260,1,Double,2,200,1.71
r261,1,Queen,4,600,2.16
r262,1,King,4,200,3.85
r263,1,Queen,4,200,2.98
r264,0,King,4,100,4.28
r265,1,Twin,2,600,4.7
r266,1,Double,2,300,3.15
r267,0,Twin,2,300,2.39
r268,1,King,4,500,2.14
r269,1,Double,2,400,1
r270,0,King,4,600,1.3
r271,0,Twin,2,600,3.75
r272,0,Queen,4,100,4.1
r273,0,King,4,500,2.59
r274,1,Queen,4,500,1.04
r275,1,King,4,300,4.88
r276,0,Queen,4,600,4.77
r277,1,Queen,4,100,4.39
r278,1,Twin,2,200,4.4
r279,0,Twin,2,600,1.4
r280,0,Twin,2,100,3.63
r281,0,King,4,300,3
r282,0,Queen,4,300,3.25
r283,1,King,4,100,2.95
r284,0,Twin,2,600,4.85
r285,1,King,4,500,4.51
r286,0,Twin,2,100,2.98
r287,0,Double,2,200,4.76
r288,1,Queen,4,500,2.38
r289,1,Double,2,300,3.11
r290,1,Queen,4,300,3.61
r291,0,King,4,100,1.01
r292,1,Twin,2,500,3.41
r293,0,Twin,2,200,2.51
r294,0,Twin,2,300,4.78
r295,0,Double,2,600,1.91
r296,0,Queen,4,400,1.17
r297,0,Queen,4,100,4.65
r298,0,King,4,500,1.43
r299,1,Queen,4,600,3.51
r300,1,King,4,100,1.46
r301,0,Twin,2,400,3.46
r302,0,Double,2,400,1.25
r303,1,Double,2,400,1.65
r304,1,Queen,4,400,1.77
r305,0,Double,2,100,3.63
r306,0,Queen,4,500,4
r307,0,Double,2,300,1.53
r308,0,Queen,4,400,1.56
r309,1,Queen,4,300,4.49
r310,0,King,4,300,2.45
r311,0,Twin,2,100,4.87
r312,1,Double,2,400,1.17
r313,0,Double,2,100,4.62
r314,1,Twin,2,600,1.49
r315,1,Twin,2,200,4.58
r316,0,Queen,4,100,1.47
r317,0,Queen,4,400,2.78
r318,0,Queen,4,200,2.57
r319,1,Queen,4,400,1.43
r320,0,King,4,500,3.16
r321,0,King,4,200,4.1
r322,1,Twin,2,600,4.71
r323,0,King,4,100,2.14
r324,1,Twin,2,400,4.3
r325,0,King,4,200,2.88
r326,1,Twin,2,300,4.54
r327,0,Twin,2,500,3.89
r328,0,King,4,600,4.62
r329,0,Double,2,400,4.29
r330,0,Queen,4,200,3.23
r331,1,Double,2,100,3.23
r332,0,Twin,2,400,2.57
r333,0,King,4,300,3.78
r334,1,Double,2,500,3.27
r335,0,Queen,4,200,2.69
r336,1,Double,2,400,4.08
r337,0,Twin,2,300,2.12
r338,0,Queen,4,400,4.38
r339,1,Queen,4,300,2.81
r340,1,Queen,4,600,1.8
r341,1,King,4,200,3.29
r342,1,King,4,200,4.06
r343,1,King,4,100,3.26
r344,0,Twin,2,500,4.93
r345,0,Double,2,400,4.69
r346,0,Queen,4,200,2.59
r347,0,Twin,2,400,1.26
r348,1,Queen,4,400,1.13
r349,1,Twin,2,200,1.27
r350,0,King,4,100,1.47
r351,1,Queen,4,500,2.55
r352,0,Queen,4,100,3.02
r353,0,King,4,400,1.79
r354,0,King,4,500,2.57
r355,1,King,4,600,4.55
r356,1,Queen,4,500,3.36
r357,1,Double,2,200,2.07
r358,1,Twin,2,400,2.49
r359,0,Twin,2,500,2.49
r360,1,Twin,2,600,1.83
r361,1,Double,2,100,2.01
r362,0,King,4,100,4.94
r363,0,Twin,2,500,2.62
r364,1,Queen,4,300,5
r365,1,Queen,4,600,2.87
r366,0,Queen,4,200,4.18
r367,0,Double,2,600,2.86
r368,0,Twin,2,100,2.99
r369,0,Twin,2,500,2.85
r370,0,Double,2,600,4.64
r371,1,Twin,2,600,3.41
r372,1,Queen,4,500,4.83
r373,0,Twin,2,300,3.23
r374,1,King,4,200,2.5
r375,0,Double,2,400,1.15
r376,1,Double,2,100,3.53
r377,1,Double,2,500,3.39
r378,1,Double,2,100,1.72
r379,1,King,4,600,3.06
r380,1,Queen,4,500,4.43
r381,0,King,4,200,1.54
r382,0,King,4,100,3.74
r383,1,Queen,4,600,3.73
r384,0,King,4,400,2.3
r385,0,Queen,4,400,1.05
r386,1,Double,2,300,2.03
r387,0,King,4,300,4.81
r388,0,King,4,600,1.2
r389,1,Queen,4,100,1.65
r390,0,Queen,4,300,1.02
r391,0,King,4,200,2.04
r392,1,Twin,2,200,3.2
r393,1,King,4,600,1.86
r394,0,Twin,2,100,1.21
r395,0,Double,2,200,4.04
r396,0,Queen,4,500,4.37
r397,1,Double,2,600,4.44
r398,1,Double,2,500,4.46
r399,0,King,4,500,2.18
r400,1,Queen,4,600,4.62
r401,0,Twin,2,600,4.79
r402,0,Double,2,200,2.65
r403,1,Double,2,200,4.05
r404,1,Twin,2,100,3.47
r405,0,Twin,2,300,4.53
r406,0,Twin,2,200,3.44
r407,0,Twin,2,200,4.44
r408,1,Twin,2,200,2.61
r409,0,Twin,2,500,1.64
r410,1,Twin,2,400,3.66
r411,0,Double,2,500,3.92
r412,0,King,4,200,1.89
r413,1,Twin,2,500,4.97
r414,0,King,4,400,4.48
r415,1,Double,2,300,2.2
r416,0,Twin,2,500,1.3
r417,1,Twin,2,600,3.99
r418,0,Double,2,100,3.64
r419,1,King,4,500,4.12
r420,0,Twin,2,400,1.77
r421,0,Double,2,400,3.06
r422,0,King,4,300,1.2
r423,0,Double,2,500,1.81
r424,0,Twin,2,300,2.05
r425,1,King,4,100,1.64
r426,1,Double,2,500,1.58
r427,1,Twin,2,600,3.31
r428,0,King,4,500,3
r429,1,King,4,100,4.11
r430,0,King,4,500,4.96
r431,1,Queen,4,200,3.9
r432,1,Twin,2,600,3.88
r433,0,Twin,2,300,1.22
r434,1,Queen,4,300,4.32
r435,0,Queen,4,500,1.72
r436,0,King,4,500,2.68
r437,1,King,4,400,3.39
r438,0,Double,2,100,3.53
r439,1,Twin,2,200,2.56
r440,0,Queen,4,300,2.53
r441,0,Twin,2,300,1.21
r442,0,Queen,4,100,2.36
r443,1,Twin,2,600,2.81
r444,1,Double,2,400,3.56
r445,1,Queen,4,400,2.97
r446,0,Double,2,500,4.45
r447,1,King,4,100,3.02
r448,1,Twin,2,400,4.93
r449,0,Queen,4,200,3.11
r450,1,King,4,500,1.36
r451,0,Queen,4,400,1.54
r452,1,Double,2,100,2.93
r453,0,Double,2,300,4.79
r454,0,Queen,4,500,1.45
r455,0,Twin,2,500,1.18
r456,0,Queen,4,300,4.21
r457,1,Twin,2,300,4.12
r458,1,Twin,2,600,1.11
r459,1,Queen,4,500,2.86
r460,0,Double,2,200,2.58
r461,0,King,4,200,2.6
r462,0,King,4,200,4.54
r463,1,King,4,200,3.64
r464,0,King,4,200,3.1
r465,0,Double,2,300,4.92
r466,1,Queen,4,500,2.29
r467,1,Queen,4,500,2.81
r468,1,Queen,4,200,3.18
r469,0,King,4,300,2.13
r470,0,Queen,4,200,3.1
r471,1,Double,2,300,1.6
r472,0,Twin,2,400,3.03
r473,1,Queen,4,500,3.88
r474,1,Twin,2,200,4.69
r475,0,Twin,2,300,2.9
r476,0,King,4,500,2.69
r477,0,Double,2,300,1.1
r478,1,Double,2,100,4.75
r479,0,Queen,4,500,3.18
r480,0,Double,2,200,2.4
r481,1,Twin,2,400,2.48
r482,0,King,4,200,2.17
r483,1,Double,2,600,4.07
r484,1,Queen,4,200,4.19
r485,0,King,4,500,4.54
r486,1,Double,2,300,3.18
r487,1,Double,2,200,2.75
r488,0,Double,2,400,4.7
r489,1,Queen,4,300,1.16
r490,1,King,4,600,3.1
r491,1,King,4,600,4.85
r492,0,Twin,2,200,2.84
r493,0,Queen,4,300,2.88
r494,0,Twin,2,400,3.7
r495,0,Queen,4,600,3.57
r496,0,Double,2,300,1.77
r497,0,Twin,2,600,1.28
r498,0,Double,2,300,4.56
r499,1,Queen,4,100,1.24
r500,1,Twin,2,400,3.15
r501,1,Double,2,600,2.36
r502,1,Twin,2,200,1.81
r503,0,Double,2,600,2.45
r504,1,Double,2,100,3.85
r505,1,Double,2,100,4.61
r506,1,Queen,4,600,3.02
r507,1,Double,2,400,4.69
r508,0,Twin,2,300,4.37
r509,0,King,4,100,3.26
r510,1,Twin,2,600,4.47
r511,0,King,4,200,1.79
r512,0,King,4,600,2.86
r513,1,Twin,2,600,1.88
r514,1,Queen,4,100,3.75
r515,0,Twin,2,300,2.86
r516,0,King,4,600,3.31
r517,1,Queen,4,300,1.36
r518,0,Queen,4,500,1.45
r519,1,Double,2,300,1.51
r520,1,Double,2,300,1.42
r521,1,King,4,100,1.85
r522,1,King,4,200,3.68
r523,0,Double,2,300,2.41
r524,1,Queen,4,300,4.18
r525,0,King,4,100,2.29
r526,1,Queen,4,200,3.28
r527,0,Double,2,500,3.53
r528,0,Double,2,400,3.1
r529,1,Double,2,500,4.51
r530,1,King,4,400,2.16
r531,1,King,4,600,3.65
r532,1,King,4,600,1.85
r533,0,Queen,4,200,3.13
r534,1,Double,2,100,4.28
r535,0,Twin,2,100,3.03
r536,0,King,4,500,4.41
r537,0,King,4,100,1.71
r538,1,Twin,2,300,4.93
r539,0,Twin,2,100,1.18
r540,1,King,4,300,2.23
r541,0,King,4,500,3.8
r542,0,Twin,2,300,2.35
r543,0,Double,2,100,3.22
r544,1,Double,2,600,3.02
r545,0,Twin,2,300,1.96
r546,0,Double,2,400,1.12
r547,0,Double,2,100,4.32
r548,1,King,4,100,3.98
r549,1,Queen,4,200,3.82
r550,1,Double,2,600,4.64
r551,1,Twin,2,100,1.04
r552,1,King,4,500,1.75
r553,0,Queen,4,500,4.73
r554,0,Queen,4,300,1.53
r555,0,Twin,2,400,1.72
r556,1,King,4,500,4.33
r557,0,Queen,4,200,1.74
r558,1,King,4,400,4.07
r559,1,Twin,2,600,2.22
r560,1,Queen,4,300,4.75
r561,1,King,4,200,4.74
r562,1,Double,2,200,1.78
r563,0,Queen,4,400,2.56
r564,0,Queen,4,300,3.31
r565,1,Double,2,100,2.06
r566,1,Twin,2,600,4.81
r567,0,Twin,2,500,1.34
r568,0,Double,2,300,1.49
r569,0,King,4,500,4.95
r570,1,King,4,400,3.82
r571,0,King,4,600,3.01
r572,1,King,4,200,2.05
r573,0,Queen,4,200,1.73
r574,0,Twin,2,200,1.41
r575,1,Twin,2,600,2.29
r576,1,King,4,400,4.88
r577,0,Queen,4,200,1.42
r578,0,King,4,500,4.34
r579,0,King,4,400,1.34
r580,0,Double,2,300,4.47
r581,0,Twin,2,200,4.15
r582,0,Double,2,200,3.07
r583,0,Twin,2,100,3.6
r584,1,Twin,2,100,2.24
r585,0,Queen,4,600,4.87
r586,0,Twin,2,100,4.47
r587,1,King,4,300,3.18
r588,1,Queen,4,300,1.03
r589,0,King,4,600,2.86
r590,1,King,4,200,3.52
r591,0,Double,2,300,3.33
r592,0,Double,2,200,4.45
r593,1,Queen,4,100,1.25
r594,0,Queen,4,200,2.47
r595,1,King,4,500,2.48
r596,1,King,4,400,2.95
r597,0,Twin,2,600,1.54
r598,1,Queen,4,400,3.95
r599,0,Double,2,300,1.71
r600,1,Double,2,400,3.83
r601,1,Double,2,600,3.76
r602,0,King,4,300,2.62
r603,1,King,4,500,3.66
r604,1,Queen,4,100,3.42
r605,0,Double,2,500,2.82
r606,0,Twin,2,300,2.66
r607,1,King,4,200,1.36
r608,0,King,4,300,4.31
r609,1,King,4,600,1.09
r610,1,Double,2,100,1.1
r611,0,King,4,400,4.39
r612,1,Double,2,200,2.27
r613,0,King,4,100,4.44
r614,0,Double,2,500,2.72
r615,0,King,4,500,4.35
r616,1,Double,2,100,2.26
r617,0,Double,2,100,3.1
r618,1,Twin,2,100,1.17
r619,0,Double,2,100,4.6
r620,1,Queen,4,300,4.67
r621,1,Twin,2,200,3.14
r622,0,Double,2,300,1.33
r623,1,Double,2,600,3.71
r624,0,Queen,4,100,1.64
r625,1,King,4,100,3.53
r626,1,Queen,4,200,3.27
r627,0,Twin,2,300,1.13
r628,0,King,4,500,2.28
r629,1,Twin,2,200,2.86
r630,1,Queen,4,500,2.22
r631,1,Twin,2,500,4.89
r632,1,Double,2,500,4.84
r633,0,Queen,4,200,4.37
r634,0,Double,2,300,2.4
r635,1,Queen,4,300,3.55
r636,1,Queen,4,300,4.44
r637,0,Queen,4,100,2.81
r638,1,King,4,600,2.7
r639,1,Double,2,300,3.55
r640,0,Queen,4,400,2.77
r641,0,Twin,2,400,2.2
r642,1,King,4,400,3.44
r643,1,King,4,100,3.69
r644,1,Twin,2,300,2.8
r645,1,King,4,100,4.73
r646,0,Twin,2,100,3.82
r647,0,Queen,4,100,1.44
r648,1,Queen,4,500,3.66
r649,1,Queen,4,300,1.08
r650,1,King,4,300,3.78
r651,0,Twin,2,300,1.33
r652,1,King,4,100,4.94
r653,0,Queen,4,600,4.08
r654,1,Double,2,600,2.18
r655,1,Double,2,600,3.55
r656,0,Twin,2,600,4.19
r657,1,King,4,300,1.51
r658,1,Twin,2,100,2.86
r659,0,Queen,4,400,1.53
r660,0,Twin,2,600,3.5
r661,1,Twin,2,600,2.38
r662,1,Queen,4,600,1.75
r663,1,Queen,4,500,4.24
r664,0,Twin,2,600,3.23
r665,0,Queen,4,200,2.97
r666,0,King,4,200,4.05
r667,0,King,4,200,3.23
r668,0,Queen,4,500,4.32
r669,0,Queen,4,600,1.52
r670,0,Double,2,400,2.4
r671,1,Double,2,500,3.88
r672,0,Twin,2,600,1.91
r673,0,Twin,2,600,2.44
r674,0,Double,2,100,1.35
r675,0,Double,2,300,4.38
r676,1,King,4,500,4
r677,1,Queen,4,200,2.22
r678,1,King,4,300,4.55
r679,1,Double,2,500,4.23
r680,0,King,4,500,1.42
r681,0,Twin,2,400,1.55
r682,0,Twin,2,300,1.57
r683,0,Twin,2,500,2.41
r684,0,Double,2,600,2.49
r685,0,King,4,500,1.37
r686,0,Twin,2,200,3.31
r687,1,Queen,4,100,4.46
r688,1,King,4,500,3.98
r689,1,Double,2,300,3.71
r690,0,Double,2,300,4.22
r691,1,King,4,100,4.23
r692,1,Queen,4,600,4.22
r693,1,Double,2,300,3.67
r694,1,Double,2,400,3.91
r695,0,Queen,4,100,1.91
r696,1,Double,2,200,1.65
r697,0,Twin,2,600,4.85
r698,1,Twin,2,400,4.91
r699,1,Twin,2,300,4.54
r700,1,Twin,2,200,3.07
r701,0,Queen,4,600,3.06
r702,1,King,4,300,2.58
r703,1,Queen,4,200,3.4
r704,0,King,4,500,2.28
r705,0,Double,2,400,2.16
r706,1,Queen,4,300,1.49
r707,1,Double,2,600,1.67
r708,0,King,4,600,1.02
r709,1,King,4,100,3.39
r710,0,King,4,100,2.66
r711,1,King,4,100,4.42
r712,0,Double,2,500,1.29
r713,0,Queen,4,400,4.42
r714,0,King,4,500,2.65
r715,0,King,4,600,4.75
r716,0,Queen,4,400,4.62
r717,0,Queen,4,600,2.05
r718,0,Twin,2,600,4.25
r719,0,Twin,2,200,4.72
r720,0,Queen,4,100,2.61
r721,1,Queen,4,200,4.36
r722,0,Double,2,300,4.32
r723,1,Queen,4,500,1.4
r724,0,Queen,4,400,3.05
r725,0,Twin,2,600,1.68
r726,0,King,4,100,3.02
r727,1,Queen,4,200,3.91
r728,0,Twin,2,400,4.38
r729,0,Twin,2,200,1.59
r730,0,Double,2,200,2.48
r731,0,King,4,600,1.74
r732,1,Queen,4,600,1.15
r733,0,Twin,2,300,3.91
r734,1,Queen,4,300,2.62
r735,0,Double,2,500,2.37
r736,1,King,4,600,3.95
r737,0,Twin,2,400,2.52
r738,1,Double,2,400,2.77
r739,0,King,4,500,2
r740,1,Twin,2,400,2.88
r741,1,Double,2,100,1.2
r742,0,Queen,4,100,1.17
r743,1,King,4,100,4.16
r744,0,King,4,300,2.5
r745,1,Double,2,300,4.95
r746,1,King,4,600,2.54
r747,1,Twin,2,400,1.26
r748,0,Double,2,500,4.86
r749,0,King,4,400,4.62
r750,0,King,4,500,2.41
r751,0,Double,2,100,1.38
r752,1,Twin,2,300,3.04
r753,1,Queen,4,500,4.59
r754,1,Twin,2,300,1.71
r755,1,King,4,400,1.01
r756,0,Twin,2,500,2.33
r757,0,King,4,400,2.89
r758,1,King,4,600,3.96
r759,1,Double,2,600,4.38
r760,1,King,4,600,4.99
r761,1,Twin,2,300,2.16
r762,1,Twin,2,100,4.01
r763,0,Double,2,100,1.7
r764,0,Twin,2,200,4.12
r765,1,Queen,4,300,2.15
r766,1,Double,2,400,4.15
r767,0,Double,2,600,1.42
r768,1,Double,2,600,1.17
r769,1,King,4,300,3.64
r770,0,King,4,200,3.07
r771,1,Queen,4,300,3.17
r772,1,King,4,500,2.12
r773,1,King,4,200,3.18
r774,0,Double,2,100,2.99
r775,0,Twin,2,500,2.31
r776,1,Twin,2,500,1.36
r777,1,King,4,600,3.91
r778,0,Double,2,200,3.9
r779,1,King,4,100,2.05
r780,1,King,4,400,2.71
r781,1,King,4,500,2.26
r782,0,King,4,400,1.8
r783,0,Double,2,400,3.43
r784,1,Double,2,300,4.23
r785,0,King,4,100,4.54
r786,0,Twin,2,600,2.24
r787,1,Double,2,100,2.99
r788,0,Twin,2,300,4.71
r789,1,Double,2,600,1.45
r790,0,Double,2,100,1.84
r791,1,Queen,4,500,2.64
r792,0,King,4,600,2.95
r793,0,Queen,4,400,4.16
r794,1,King,4,200,1.21
r795,0,King,4,100,4.02
r796,0,Twin,2,400,4.3
r797,1,Queen,4,200,3.59
r798,1,Twin,2,600,2.68
r799,1,King,4,200,4.68
r800,1,Double,2,500,2.03
r801,1,King,4,500,2.77
r802,0,Twin,2,100,2.86
r803,1,Twin,2,100,2.53
r804,0,Queen,4,400,1.44
r805,1,Queen,4,500,1.67
r806,1,Twin,2,100,4.6
r807,0,King,4,100,3.5
r808,1,King,4,500,4.92
r809,0,Double,2,600,4.71
r810,0,Twin,2,500,4.16
r811,1,King,4,200,1.51
r812,0,Queen,4,200,1.23
r813,1,Double,2,300,3.94
r814,0,Double,2,600,4.61
r815,0,Twin,2,500,1.94
r816,0,Twin,2,100,4.83
r817,0,King,4,400,1.6
r818,0,Twin,2,300,4.69
r819,0,Twin,2,400,2.41
r820,1,Queen,4,200,2.87
r821,0,King,4,400,3.38
r822,0,Double,2,400,1.65
r823,0,Double,2,300,3.42
r824,0,Queen,4,100,3.33
r825,0,King,4,400,3.89
r826,0,Queen,4,200,1.87
r827,1,Double,2,400,2.21
r828,1,Twin,2,600,1.45
r829,0,Double,2,200,3.9
r830,0,King,4,600,4.29
r831,1,Double,2,400,2.98
r832,1,Queen,4,300,4.14
r833,0,King,4,600,3.43
r834,1,Double,2,300,1.89
r835,0,Double,2,300,1.13
r836,0,Queen,4,500,3.39
r837,0,King,4,100,3.89
r838,0,Queen,4,400,4.68
r839,0,Queen,4,400,3.33
r840,0,Queen,4,300,2.66
r841,0,Double,2,500,1.6
r842,0,Queen,4,400,2.14
r843,1,Double,2,400,4.55
r844,0,Twin,2,500,3.76
r845,0,King,4,100,4.59
r846,1,King,4,600,3.96
r847,1,Double,2,300,1.26
r848,0,Twin,2,500,2.8
r849,0,Double,2,200,3.47
r850,0,Double,2,100,2.42
r851,0,Double,2,500,2.58
r852,1,King,4,200,4.12
r853,1,Queen,4,500,2.69
r854,0,Double,2,300,1.94
r855,0,Queen,4,300,4.99
r856,1,King,4,300,3.43
r857,0,King,4,200,4.56
r858,0,Queen,4,500,2.54
r859,1,Double,2,600,4.84
r860,1,Queen,4,400,4.36
r861,1,King,4,600,2.8
r862,0,King,4,100,3.27
r863,1,King,4,500,3.95
r864,0,Queen,4,600,3.24
r865,0,Twin,2,200,1.58
r866,1,Queen,4,400,1.8
r867,1,King,4,300,2.86
r868,0,Queen,4,200,3
r869,0,King,4,200,4.17
r870,0,King,4,100,3.79
r871,0,King,4,200,1.52
r872,0,Twin,2,100,2.15
r873,0,Queen,4,100,2.8
r874,0,Double,2,100,1.76
r875,0,King,4,500,4.7
r876,1,King,4,500,1.51
r877,0,Queen,4,400,1.26
r878,1,Queen,4,500,4.46
r879,0,Twin,2,100,2.13
r880,0,Twin,2,100,3.09
r881,0,Queen,4,100,2.4
r882,0,Queen,4,400,1.02
r883,0,King,4,200,3.26
r884,1,Queen,4,200,4.12
r885,0,Double,2,200,2.55
r886,0,Twin,2,100,1.45
r887,0,King,4,600,1.31
r888,1,King,4,600,4.47
r889,0,Double,2,600,3.43
r890,0,Queen,4,200,4.18
r891,0,King,4,600,1.7
r892,0,Double,2,100,4.58
r893,1,Double,2,300,2.22
r894,1,Double,2,100,1.75
r895,1,Double,2,500,3.23
r896,0,Queen,4,600,4.9
r897,0,Double,2,300,3.76
r898,1,Twin,2,300,2.81
r899,0,Queen,4,600,2.61
r900,0,Double,2,300,4.43
r901,1,King,4,600,4.06
r902,1,Double,2,200,4.02
r903,1,Queen,4,200,3.07
r904,0,Double,2,100,1.64
r905,1,Double,2,500,2.64
r906,0,Queen,4,300,2.69
r907,0,Double,2,400,4.29
r908,1,Twin,2,200,3.26
r909,1,King,4,400,3.27
r910,1,King,4,200,3.95
r911,0,King,4,300,2.84
r912,1,Queen,4,400,3.29
r913,0,Queen,4,200,2.27
r914,0,Double,2,300,1.01
r915,0,King,4,200,1.77
r916,0,King,4,600,3.48
r917,0,King,4,400,1.43
r918,0,Twin,2,400,1.78
r919,0,Twin,2,400,4.2
r920,1,Double,2,600,3.19
r921,0,Double,2,300,1.96
r922,0,Double,2,400,2.8
r923,0,Twin,2,200,3.95
r924,1,King,4,600,2.04
r925,1,Double,2,100,4.41
r926,0,Twin,2,300,2.41
r927,0,King,4,200,1.59
r928,1,Queen,4,200,4.15
r929,0,King,4,600,2.26
r930,0,King,4,600,2.37
r931,1,Twin,2,200,4.45
r932,1,Double,2,200,3.65
r933,1,King,4,400,2.51
r934,0,King,4,600,4.65
r935,1,Twin,2,500,4.4
r936,1,King,4,300,1.81
r937,0,King,4,600,4.75
r938,0,Twin,2,500,3.96
r939,1,King,4,500,4.61
r940,0,Twin,2,600,3.99
r941,0,Double,2,300,4.37
r942,0,Double,2,600,4.1
r943,1,King,4,400,2.44
r944,1,Queen,4,400,2.28
r945,1,Double,2,100,2.82
r946,1,Double,2,500,4.43
r947,1,Double,2,600,3.2
r948,1,Double,2,200,2.44
r949,1,Queen,4,300,2.27
r950,0,Double,2,300,2.04
r951,0,Queen,4,200,4.48
r952,1,King,4,200,3.57
r953,0,Twin,2,600,1.98
r954,1,Queen,4,600,3.14
r955,1,King,4,300,1.28
r956,1,Double,2,300,4.71
r957,1,Queen,4,400,1.16
r958,1,King,4,300,4.07
r959,1,Double,2,200,1.11
r960,0,King,4,600,1.14
r961,0,Queen,4,400,4.27
r962,1,King,4,500,3.81
r963,1,Twin,2,300,1.75
r964,0,Twin,2,600,3.1
r965,1,Queen,4,200,1.99
