b535,f101,2
b229,f103,3
b586,f156,2
b529,f137,3
b757,f188,3
b731,f181,1
b648,f145,2
b271,f151,1
b260,f146,5
b894,f142,3
b1062,f155,3
b742,f158,3
b319,f112,4
b244,f160,4
b300,f194,2
b673,f138,3
b380,f130,3
b1071,f180,3
b245,f125,2
b209,f135,5
b875,f185,2
b451,f161,4
b962,f113,3
b210,f122,5
b540,f150,1
b670,f104,3
b814,f123,5
b803,f147,1
b187,f153,1
b510,f156,4
b970,f195,4
b969,f140,1
b1014,f132,3
b472,f182,2
b957,f178,1
b187,f169,1
b787,f149,1
b141,f192,5
b1073,f141,1
b336,f186,3
b660,f118,4
b359,f107,1
b387,f193,4
b102,f129,2
b955,f158,1
b780,f106,2
b567,f180,1
b148,f112,1
b973,f168,1
b685,f184,1
b958,f193,2
b127,f102,3
b783,f123,3
b626,f189,3
b173,f179,1
b474,f109,5
b994,f120,2
b609,f181,2
b977,f162,1
b538,f145,2
b691,f196,4
b1014,f163,4
b356,f136,2
b269,f140,5
b103,f155,1
b420,f199,2
b526,f169,2
b133,f116,1
b1057,f130,1
b777,f118,2
b1050,f132,3
b390,f107,5
b959,f141,2
b175,f154,5
b392,f178,2
b124,f134,1
b852,f177,2
b537,f135,2
b995,f190,5
b711,f200,2
b111,f157,1
b181,f161,5
b417,f180,1
b468,f170,5
b422,f129,5
b1088,f166,1
b134,f141,3
b323,f155,2
b1053,f138,1
b139,f157,2
b380,f111,5
b249,f174,5
b810,f118,4
b307,f164,5
b796,f133,3
b1063,f117,2
b727,f172,1
b992,f116,1
b710,f123,2
b972,f184,3
b270,f160,5
b265,f179,5
b598,f110,5
b852,f177,3
b767,f140,3
b774,f143,5
b636,f138,1
b887,f166,3
b861,f116,4
b459,f170,1
b292,f132,3
b591,f143,4
b981,f198,5
b1025,f136,5
b592,f102,3
b696,f188,4
b265,f102,1
b346,f188,3
b1009,f153,3
b592,f163,4
b854,f125,5
b553,f170,2
b973,f200,4
b273,f118,1
b230,f163,4
b612,f132,2
b596,f154,2
b790,f189,4
b1090,f194,3
b614,f131,2
b556,f118,5
b240,f101,4
b277,f109,4
b828,f195,3
b1027,f185,1
b223,f179,1
b459,f140,1
b799,f102,1
b185,f168,3
b530,f170,4
b563,f163,4
b452,f138,1
b1067,f191,4
b516,f161,1
b465,f120,1
b173,f197,4
b537,f187,2
b292,f169,2
b1055,f173,3
b322,f161,4
b663,f117,4
b356,f103,4
b619,f109,1
b489,f170,2
b1071,f190,5
b752,f118,2
b399,f198,5
b1082,f169,2
b773,f101,3
b203,f166,2
b320,f169,4
b498,f159,1
b464,f156,1
b888,f132,1
b133,f156,5
b222,f141,3
b572,f117,1
b720,f144,3
b623,f171,2
b689,f150,3
b147,f142,2
b1049,f182,4
b141,f194,1
b637,f154,2
b261,f132,4
b660,f109,5
b410,f177,1
b974,f146,3
b743,f171,1
b861,f160,3
b482,f143,2
b902,f124,3
b918,f165,2
b196,f102,2
b735,f106,4
b149,f104,1
b521,f154,4
b1045,f174,1
b1010,f130,4
b677,f156,1
b120,f182,2
b948,f167,1
b364,f134,4
b168,f159,4
b164,f117,2
b1013,f108,1
b396,f182,5
b921,f127,2
b269,f166,5
b168,f200,4
b778,f103,1
b527,f141,1
b458,f154,5
b337,f101,2
b487,f152,3
b842,f134,5
b849,f131,2
b846,f158,2
b150,f158,1
b322,f179,4
b732,f124,3
b485,f142,4
b111,f130,3
b755,f187,3
b1058,f175,4
b714,f159,5
b1088,f107,3
b768,f129,3
b109,f175,3
b404,f178,1
b746,f134,5
b280,f129,2
b527,f106,5
b388,f170,4
b135,f189,5
b238,f165,4
b932,f147,5
b838,f189,3
b678,f188,4
b549,f107,2
b1086,f165,5
b133,f150,1
b324,f105,5
b124,f138,3
b921,f186,1
b481,f175,1
b571,f138,5
b348,f133,3
b779,f131,1
b995,f105,4
b276,f128,3
b1060,f187,4
b908,f197,5
b336,f153,3
b555,f153,3
b383,f105,3
b582,f109,4
b291,f181,3
b646,f102,4
b322,f138,1
b223,f183,3
b885,f167,3
b267,f121,4
b1073,f178,5
b547,f199,5
b678,f176,4
b907,f104,3
b445,f155,3
b1074,f167,5
b944,f153,4
b452,f139,4
b566,f109,5
b305,f119,5
b314,f171,3
b754,f127,4
b366,f110,2
b486,f102,1
b302,f123,5
b1053,f143,5
b893,f107,1
b161,f129,2
b829,f108,5
b654,f192,4
b635,f183,1
b653,f192,4
b526,f136,3
b905,f137,1
b439,f166,5
b210,f176,3
b103,f148,4
b293,f128,4
b500,f127,1
b762,f101,5
b525,f200,2
b449,f122,2
b158,f170,3
b210,f152,4
b1091,f108,2
b957,f144,3
b920,f143,2
b640,f110,5
b753,f104,1
b1097,f129,1
b205,f188,3
b149,f136,3
b181,f143,4
b114,f106,3
b800,f149,4
b793,f156,5
b154,f173,5
b148,f192,3
b911,f198,4
b715,f177,1
b815,f135,2
b701,f186,4
b998,f159,4
b683,f160,2
b218,f114,1
b406,f143,5
b279,f114,1
b137,f119,4
b381,f103,4
b910,f134,4
b919,f177,4
b302,f126,4
b754,f167,5
b876,f101,4
b428,f102,1
b1097,f186,2
b592,f130,2
b469,f119,2
b725,f191,2
b404,f177,1
b257,f104,4
b204,f174,4
b652,f111,2
b662,f173,3
b857,f199,4
b705,f107,3
b477,f124,1
b954,f139,4
b964,f132,3
b741,f120,2
b1035,f150,3
b459,f114,1
b373,f156,2
b900,f190,1
b762,f158,4
b635,f124,1
b980,f183,2
b382,f125,3
b779,f190,1
b542,f128,5
b929,f161,4
b710,f185,4
b589,f158,3
b499,f137,2
b1070,f114,1
b573,f189,3
b691,f173,5
b652,f151,4
b665,f193,5
b669,f163,5
b622,f151,4
b1084,f124,2
b1002,f142,5
b126,f132,3
b485,f161,2
b842,f114,3
b262,f200,5
b1045,f172,5
b1044,f145,5
b588,f147,3
b528,f175,3
b748,f169,3
b841,f143,5
b655,f129,5
b318,f144,3
b572,f167,2
b600,f183,2
b927,f127,2
b391,f141,3
b417,f105,1
b389,f200,4
b335,f179,1
b879,f157,5
b819,f175,4
b626,f170,2
b760,f116,1
b952,f101,2
b1003,f145,4
b1040,f185,2
b751,f140,3
b384,f102,1
b229,f137,1
b109,f131,3
b820,f174,2
b316,f111,5
b782,f144,1
b353,f166,2
b1017,f168,1
b497,f140,3
b1078,f109,4
b1081,f165,4
b113,f165,2
b1053,f165,1
b735,f116,5
b845,f157,3
b999,f134,1
b567,f113,2
b899,f131,4
b902,f119,5
b848,f104,1
b901,f132,2
b776,f183,4
b443,f112,1
b170,f197,3
b709,f198,4
b112,f178,2
b224,f200,4
b146,f108,1
b1035,f179,1
b299,f147,1
b477,f167,5
b519,f139,2
b745,f115,2
b908,f153,4
b694,f184,1
b890,f148,4
b794,f126,2
b705,f102,3
b917,f160,1
b478,f197,4
b484,f168,1
b630,f200,1
b696,f199,3
b276,f190,2
b954,f193,2
b780,f115,1
b753,f158,5
b1063,f177,3
b1087,f169,3
b192,f133,4
b677,f190,2
b913,f176,2
b933,f124,1
b1087,f166,5
b723,f169,5
b694,f144,1
b507,f163,2
b292,f115,2
b865,f104,1
b537,f195,3
b524,f194,3
b761,f200,1
b785,f126,5
b399,f192,5
b236,f159,3
b449,f129,5
b426,f124,3
b692,f126,3
b1027,f154,5
b348,f140,4
b1030,f160,2
b357,f164,4
b851,f141,1
b115,f131,5
b364,f170,2
b943,f168,3
b894,f144,3
b584,f179,1
b954,f111,2
b989,f172,5
b1093,f197,1
b411,f177,3
b707,f136,1
b457,f180,3
b242,f199,3
b263,f122,3
b265,f138,1
b1057,f128,5
b477,f108,1
b227,f153,1
b788,f115,2
b1042,f104,5
b865,f120,1
b587,f170,2
b648,f120,2
b469,f195,5
b663,f180,3
b723,f165,5
b671,f166,1
b963,f134,2
b587,f177,2
b631,f156,4
b175,f173,5
b757,f111,5
b1072,f102,2
b498,f154,2
b1018,f185,5
b132,f161,2
b1081,f192,1
b841,f172,4
b271,f118,3
b431,f155,4
b501,f168,1
b939,f158,2
b949,f113,3
b487,f108,5
b521,f186,4
b685,f162,2
b416,f174,4
b661,f150,5
b710,f110,2
b529,f125,5
b704,f185,4
b661,f131,2
b664,f107,2
b869,f152,4
b1024,f158,5
b1006,f120,5
b226,f107,5
b128,f144,1
b140,f191,3
b253,f151,1
b252,f178,2
b749,f149,4
b146,f126,3
b133,f159,1
b854,f177,2
b500,f168,3
b387,f125,4
b301,f139,3
b813,f112,5
b851,f138,5
b953,f178,5
b746,f167,2
b627,f171,5
b599,f130,2
b191,f125,5
b779,f185,3
b257,f200,1
b623,f143,2
b151,f116,5
b170,f156,4
b188,f130,3
b391,f174,1
b762,f133,5
b196,f199,5
b857,f169,4
b827,f151,1
b769,f127,4
b308,f153,2
b844,f153,5
b231,f161,2
b172,f138,1
b650,f146,2
b494,f152,3
b216,f193,3
b985,f124,2
b920,f132,5
b775,f106,4
b1056,f129,3
b593,f172,2
b886,f197,3
b267,f128,1
b379,f146,4
b930,f175,4
b438,f158,2
b138,f171,3
b925,f192,5
b951,f174,5
b224,f163,1
b838,f122,3
b913,f200,2
b627,f105,2
b761,f135,5
b1055,f198,4
b667,f124,2
b765,f138,4
b411,f134,3
b125,f181,5
b304,f194,1
b506,f139,4
b759,f168,1
b732,f130,1
b663,f174,3
b255,f117,3
b752,f135,2
b207,f140,5
b175,f123,3
b164,f130,4
b417,f107,3
b171,f192,5
b1022,f182,5
b987,f153,1
b1084,f193,2
b548,f174,4
b777,f168,2
b300,f193,5
b851,f124,4
b250,f190,3
b684,f104,5
b634,f140,5
b434,f146,4
b910,f195,1
b888,f101,5
b991,f126,1
b634,f124,1
b125,f133,3
b208,f181,1
b634,f143,3
b444,f168,3
b569,f110,5
b500,f171,4
b749,f105,2
b146,f118,1
b221,f196,4
b270,f181,2
b811,f152,4
b892,f172,4
b690,f189,1
b943,f158,1
b1025,f170,2
b910,f192,5
b273,f178,5
b137,f118,2
b240,f112,2
b888,f115,3
b979,f192,3
b342,f173,1
b1086,f149,2
b110,f156,1
b180,f115,2
b646,f128,1
b934,f180,2
b582,f135,1
b981,f144,3
b553,f126,2
b447,f181,1
b761,f151,4
b645,f177,3
b441,f146,2
b127,f193,1
b468,f169,3
b622,f173,4
b963,f188,1
b277,f140,4
b230,f157,2
b840,f127,1
b500,f122,1
b220,f143,5
b612,f150,4
b875,f142,1
b816,f141,3
b458,f166,5
b1058,f127,2
b598,f145,4
b227,f161,4
b686,f107,2
b378,f176,4
b649,f142,5
b933,f156,3
b225,f157,4
b311,f130,1
b849,f133,5
b605,f188,5
b489,f161,4
b507,f104,1
b281,f129,1
b1008,f172,2
b558,f174,5
b895,f197,1
b307,f159,5
b205,f165,3
b801,f189,2
b603,f197,4
b225,f113,5
b831,f164,4
b749,f180,3
b557,f183,4
b635,f110,5
b1059,f105,5
b101,f159,3
b384,f143,2
b813,f144,1
b120,f108,2
b840,f190,4
b521,f104,5
b581,f144,5
b665,f174,4
b913,f130,5
b255,f125,5
b203,f151,4
b837,f183,4
b821,f115,3
b968,f109,3
b825,f185,1
b645,f167,1
b780,f108,2
b1060,f191,4
b865,f115,3
b130,f185,3
b809,f140,2
b820,f182,1
b515,f187,4
b833,f101,2
b233,f177,3
b1075,f176,1
b240,f103,1
b315,f133,1
b586,f139,5
b530,f106,1
b749,f161,3
b795,f162,5
b838,f154,1
b586,f164,4
b405,f180,3
b514,f178,5
b216,f145,3
b839,f125,5
b470,f143,1
b1077,f191,3
b600,f157,1
b623,f190,4
b888,f172,1
b878,f167,1
b639,f120,1
b705,f175,2
b529,f151,4
b670,f113,1
b289,f187,5
b702,f127,5
b972,f172,1
b498,f116,1
b417,f179,5
b865,f180,1
b893,f160,1
b486,f127,5
b480,f154,5
b629,f105,3
b122,f179,3
b445,f186,5
b1083,f178,5
b727,f145,3
b245,f174,1
b854,f121,5
b361,f103,4
b725,f147,4
b380,f134,1
b541,f175,2
b740,f173,5
b562,f172,1
b458,f104,1
b304,f180,1
b612,f115,5
b1033,f145,2
b847,f184,4
b786,f167,5
b850,f101,3
b194,f186,1
b684,f156,4
b163,f184,5
b900,f101,4
b355,f181,1
b629,f195,2
b567,f196,4
b389,f130,3
b649,f156,5
b1049,f104,3
b734,f147,1
b798,f104,3
b190,f181,4
b839,f191,3
b1055,f129,5
b790,f108,3
b465,f144,4
b179,f190,1
b1067,f112,2
b172,f172,4
b912,f162,3
b527,f176,2
b427,f168,2
b351,f184,4
b632,f109,2
b1070,f186,5
b604,f119,3
b339,f184,3
b762,f200,1
b663,f104,2
b811,f109,1
b1034,f181,4
b352,f160,4
b1015,f104,5
b217,f114,4
b553,f125,1
b498,f130,1
b511,f158,5
b1100,f146,5
b833,f164,5
b1090,f132,4
b589,f140,3
b392,f143,3
b609,f155,1
b773,f156,4
b1036,f181,3
b1026,f174,2
b127,f116,2
b619,f119,5
b931,f190,5
b601,f191,1
b623,f107,2
b582,f146,2
b182,f174,2
b138,f137,5
b713,f112,1
b1009,f108,1
b808,f169,4
b118,f113,4
b286,f113,1
b353,f119,4
b152,f129,1
b585,f141,2
b423,f168,2
b779,f178,3
b197,f134,2
b798,f195,3
b146,f155,1
b517,f159,1
b1044,f179,2
b840,f107,5
b516,f200,4
b663,f167,5
b378,f171,2
b599,f148,3
b714,f165,2
b645,f114,1
b461,f194,2
b769,f145,1
b261,f109,2
b691,f126,5
b775,f116,2
b854,f194,3
b448,f146,3
b472,f161,5
b952,f127,3
b677,f170,1
b400,f198,4
b555,f200,2
b1031,f107,1
b569,f118,2
b917,f170,1
b400,f157,1
b408,f105,2
b235,f200,1
b399,f167,5
b457,f119,3
b1060,f103,5
b269,f200,4
b691,f183,2
b304,f184,2
b763,f128,3
b439,f192,3
b675,f150,3
b899,f181,5
b1055,f197,4
b155,f137,1
b759,f131,5
b736,f175,3
b627,f101,3
b972,f117,3
b225,f195,3
b124,f154,3
b706,f117,2
b597,f114,4
b537,f166,4
b842,f187,4
b701,f125,1
b638,f177,4
b327,f194,3
b161,f148,5
b1096,f104,5
b227,f108,3
b743,f114,3
b584,f131,2
b1095,f117,3
b754,f115,3
b239,f113,3
b684,f114,5
b1033,f195,2
b160,f119,1
b714,f109,2
b105,f196,5
b919,f140,2
b635,f170,2
b1076,f188,5
b144,f183,3
b792,f151,4
b102,f149,4
b955,f122,5
b301,f124,4
b737,f156,4
b582,f180,1
b293,f178,3
b873,f149,1
b514,f119,3
b373,f101,3
b967,f142,5
b947,f122,1
b779,f138,4
b1010,f136,1
b438,f192,1
b128,f151,4
b744,f114,3
b114,f153,3
b661,f189,4
b961,f107,5
b994,f108,2
b607,f130,3
b116,f136,1
b274,f131,1
b850,f150,4
b188,f120,2
b911,f158,3
b619,f136,5
b332,f170,5
b676,f167,3
b323,f143,2
b562,f142,1
b311,f163,2
b555,f137,5
b1037,f137,4
b828,f165,1
b848,f174,1
b1049,f120,1
b597,f187,2
b219,f150,3
b114,f118,1
b142,f194,1
b278,f140,3
b766,f125,3
b506,f126,1
b222,f156,3
b639,f187,2
b798,f168,3
b742,f169,4
b463,f128,4
b551,f146,4
b494,f120,1
b795,f119,3
b600,f153,2
b344,f148,2
b994,f178,2
b496,f125,4
b528,f147,2
b1051,f140,2
b345,f194,2
b504,f165,3
b1002,f200,2
b420,f115,4
b390,f168,3
b142,f154,5
b791,f133,2
b486,f192,2
b203,f198,5
b292,f138,1
b815,f135,2
b1006,f121,2
b839,f168,2
b114,f102,1
b173,f166,2
b1004,f134,2
b971,f169,4
b903,f169,1
b453,f174,2
b980,f149,4
b431,f165,5
b765,f128,4
b424,f147,1
b111,f194,5
b843,f112,2
b141,f155,3
b995,f131,4
b874,f156,4
b259,f137,5
b412,f177,3
b333,f124,1
b127,f126,1
b184,f126,5
b969,f160,4
b166,f130,1
b576,f125,4
b446,f130,1
b142,f144,2
b574,f148,1
b991,f129,5
b119,f122,4
b347,f126,1
b1052,f169,1
b242,f128,5
b123,f172,2
b645,f196,4
b196,f106,5
b450,f141,5
b152,f131,3
b670,f138,4
b178,f171,5
b1097,f136,1
b337,f197,4
b538,f155,4
b1025,f123,4
b950,f164,5
b400,f200,4
b921,f181,2
b869,f146,5
b1044,f199,2
b1075,f122,5
b938,f165,4
b506,f105,2
b762,f150,4
b285,f107,2
b902,f102,5
b1016,f144,5
b269,f175,2
b878,f192,3
b250,f191,4
b747,f190,2
b167,f147,4
b739,f169,1
b151,f167,2
b648,f175,3
b256,f102,4
b739,f113,3
b434,f131,5
b792,f122,1
b721,f193,2
b290,f102,3
b421,f171,5
b971,f114,5
b887,f122,1
b256,f105,5
b221,f123,2
b378,f147,3
b929,f113,2
b575,f164,5
b818,f135,3
b736,f141,2
b572,f106,5
b229,f156,4
b1020,f189,1
b718,f131,5
b862,f136,1
b142,f199,1
b977,f199,4
b116,f157,2
b554,f147,3
b173,f177,5
b506,f159,5
b1057,f113,2
b520,f162,1
b604,f150,2
b878,f119,1
b455,f198,5
b847,f107,3
b454,f167,3
b133,f138,3
b1039,f161,1
b998,f123,5
b483,f116,5
b165,f189,2
b558,f127,3
b452,f152,2
b987,f139,3
b1048,f132,2
b137,f102,1
b753,f140,5
b331,f168,4
b1097,f170,3
b404,f169,4
b807,f192,3
b732,f183,3
b156,f145,3
b679,f124,3
b517,f156,5
b949,f151,1
b471,f194,4
b429,f146,1
b622,f121,3
b413,f153,3
b310,f104,4
b242,f185,2
b661,f193,2
b796,f139,2
b148,f173,1
b768,f192,4
b536,f132,4
b197,f102,4
b888,f172,2
b412,f170,3
b1069,f181,1
b918,f116,2
b1037,f130,5
b118,f176,1
b274,f125,1
b268,f113,3
b215,f170,3
b207,f189,1
b809,f135,1
b973,f197,1
b655,f124,5
b1094,f167,4
b224,f159,2
b513,f198,3
b599,f107,2
b663,f197,2
b156,f200,5
b191,f121,4
b622,f160,5
b238,f102,1
b609,f118,2
b775,f148,5
b938,f186,2
b364,f183,3
b776,f172,4
b350,f176,3
b704,f186,3
b1073,f152,5
b689,f159,2
b383,f176,2
b169,f153,2
b923,f169,3
b107,f176,5
b1092,f137,2
b278,f108,3
b835,f198,1
b659,f198,3
b907,f179,2
b1017,f183,5
b702,f194,5
b258,f153,3
b180,f126,5
b309,f108,3
b800,f155,5
b171,f145,2
b361,f101,4
b805,f132,3
b271,f199,3
b953,f184,1
b498,f122,1
b232,f126,4
b328,f113,5
b658,f165,1
b291,f187,2
b301,f112,1
b389,f119,1
b338,f174,5
b912,f192,5
b328,f129,3
b1030,f177,1
b887,f166,1
b471,f155,4
b844,f138,2
b519,f149,5
b697,f140,4
b292,f115,5
b469,f103,2
b699,f133,4
b415,f122,2
b159,f126,5
b234,f177,5
b152,f164,5
b377,f105,1
b295,f109,4
b345,f128,4
b910,f157,5
b867,f177,1
b115,f183,3
b134,f200,2
b458,f177,5
b474,f179,1
b742,f196,3
b530,f124,1
b409,f165,5
b226,f194,4
b849,f155,5
b960,f196,1
b1026,f179,4
b1074,f177,1
b656,f167,1
b1007,f174,1
b715,f157,4
b549,f151,1
b792,f156,1
b503,f114,3
b728,f107,5
b114,f117,3
b311,f121,1
b1011,f168,1
b560,f197,3
b789,f189,5
b360,f108,4
b773,f147,2
b962,f118,1
b149,f184,1
b860,f195,5
b310,f121,2
b1062,f154,1
b650,f161,5
b110,f130,2
b802,f165,5
b798,f162,5
b586,f158,5
b384,f111,5
b273,f161,3
b793,f177,2
b647,f158,4
b451,f186,5
b388,f150,5
b803,f198,2
b183,f150,3
b439,f107,1
b356,f193,4
b111,f181,1
b803,f185,1
b607,f117,1
b1035,f122,4
b555,f194,3
b854,f182,5
b429,f125,5
b856,f165,5
b425,f175,1
b651,f120,5
b803,f191,4
b553,f127,4
b119,f182,5
b101,f110,4
b400,f172,2
b1054,f124,3
b265,f157,1
b469,f197,3
b866,f155,1
b1076,f137,2
b1011,f191,5
b608,f180,2
b1075,f183,1
b104,f121,3
b323,f155,5
b937,f173,4
b716,f175,3
b484,f198,2
b406,f157,2
b797,f157,3
b213,f147,2
b286,f188,3
b843,f180,3
b611,f180,2
b432,f191,1
b453,f198,1
b624,f188,1
b410,f177,5
b630,f176,1
b490,f128,5
b1016,f136,2
b928,f171,2
b871,f133,1
b641,f163,3
b151,f144,3
b402,f101,2
b463,f130,2
b1028,f170,3
b259,f104,1
b640,f113,1
b1032,f157,3
b731,f196,2
b727,f140,5
b714,f189,4
b505,f123,2
b158,f182,5
b547,f168,4
b855,f190,5
b634,f115,1
b331,f112,1
b257,f199,1
b703,f196,5
b691,f180,2
b923,f147,1
b170,f181,3
b136,f194,4
b598,f166,2
b966,f145,3
b577,f106,3
b300,f179,4
b1081,f115,2
b163,f145,1
b566,f180,1
b292,f158,1
b414,f179,3
b643,f120,3
b334,f141,2
b197,f173,5
b902,f153,2
b823,f199,2
b131,f185,2
b832,f129,5
b580,f198,5
b745,f117,5
b510,f193,1
b587,f143,4
b497,f109,4
b921,f172,5
b150,f159,2
b217,f182,2
b573,f162,4
b217,f178,3
b350,f178,1
b301,f152,3
b253,f109,2
b775,f125,3
b224,f200,2
b370,f156,4
b1075,f108,3
b308,f127,2
b718,f120,3
b349,f191,1
b854,f108,5
b370,f172,3
b875,f199,1
b1090,f121,3
b383,f193,3
b342,f104,4
b151,f163,2
b199,f155,2
b415,f135,2
b970,f102,5
b182,f192,4
b324,f142,1
b243,f116,3
b252,f134,1
b130,f128,4
b323,f167,4
b361,f186,3
b333,f134,3
b621,f172,2
b449,f172,5
b535,f124,2
b890,f186,2
b335,f132,2
b830,f188,5
b110,f131,4
b152,f142,5
b499,f147,2
b1001,f110,1
b535,f132,4
b314,f192,1
b911,f117,4
b212,f156,4
b896,f107,3
b587,f168,5
b611,f176,4
b530,f198,3
b704,f103,3
b579,f115,3
b1000,f189,5
b532,f142,4
b327,f122,3
b979,f189,5
b1033,f191,1
b498,f139,2
b212,f152,1
b741,f117,2
b1078,f134,5
b582,f132,2
b492,f185,5
b145,f129,5
b192,f106,4
b401,f168,5
b656,f168,3
b1073,f141,4
b847,f171,4
b823,f150,5
b712,f133,1
b838,f120,3
b590,f170,3
b540,f196,4
b673,f194,2
b739,f110,2
b721,f174,3
b155,f196,2
b258,f136,3
b244,f152,2
b858,f199,3
b118,f136,2
b413,f179,1
b402,f123,4
b151,f147,5
b823,f164,4
b631,f179,3
b633,f181,3
b1000,f123,5
b584,f138,4
b1076,f106,2
b506,f184,3
b342,f149,3
b994,f153,1
b215,f173,2
b529,f160,4
b1003,f200,1
b404,f135,5
b965,f167,1
b230,f103,5
b1093,f108,4
b831,f199,4
b413,f128,5
b1005,f132,1
b183,f108,3
b688,f149,3
b770,f112,4
b341,f153,2
b812,f158,5
b1085,f180,1
b566,f196,3
b964,f195,2
b922,f107,5
b339,f116,1
b1034,f132,1
b442,f169,4
b956,f193,5
b537,f182,5
b269,f177,5
b535,f124,4
b699,f125,2
b659,f145,1
b1015,f126,3
b346,f130,5
b427,f127,3
b812,f125,3
b887,f123,1
b930,f117,4
b539,f133,3
b581,f189,3
b389,f153,4
b573,f150,1
b683,f197,5
b385,f176,1
b380,f102,2
b385,f184,3
b292,f185,5
b961,f118,5
b515,f110,1
b200,f180,1
b594,f154,2
b825,f112,4
b745,f108,2
b1043,f125,4
b383,f152,5
b595,f117,2
b209,f143,2
b560,f192,5
b302,f121,4
b574,f111,1
b672,f114,5
b902,f136,2
b916,f183,5
b897,f143,4
b241,f104,2
b519,f186,2
b619,f123,4
b811,f168,5
b244,f113,2
b174,f150,4
b298,f156,4
b408,f114,1
b1004,f116,1
b331,f169,3
b712,f106,5
b212,f182,3
b755,f197,1
b687,f120,4
b753,f116,2
b561,f122,2
b1067,f186,1
b297,f166,2
b115,f119,4
b645,f150,2
b992,f163,4
b178,f166,4
b393,f198,3
b385,f190,3
b577,f108,2
b727,f178,2
b328,f200,4
b106,f164,4
b546,f152,1
b605,f166,3
b720,f102,5
b1060,f104,4
b693,f117,4
b934,f104,4
b516,f113,4
b448,f109,3
b999,f149,2
b826,f171,4
b725,f149,4
b519,f106,2
b544,f105,5
b255,f167,4
b1096,f116,3
b702,f187,4
b1064,f114,2
b268,f148,4
b959,f146,5
b501,f124,2
b380,f109,1
b337,f139,5
b211,f155,5
b1037,f141,2
b1000,f117,4
b451,f196,2
